#bin	chrom	chromStart	chromEnd	ix	type	frag	fragStart	fragEnd	strand
729	chr4	18982718	18990195	1059	W	AAFC03015281.1	0	7477	+
729	chr4	18995195	18996568	1061	W	AAFC03098461.1	0	1373	+
730	chr4	19034537	19051847	1065	W	AAFC03098466.1	0	17310	+
730	chr4	19051897	19054172	1067	W	AAFC03098462.1	0	2275	-
730	chr4	19054222	19077879	1069	W	AAFC03098468.1	8	23665	-
730	chr4	19077879	19107139	1070	W	AAFC03124575.1	0	29260	-
730	chr4	19107139	19107312	1071	W	AAFC03040113.1	6667	6840	+
730	chr4	19107362	19122730	1073	W	AAFC03040114.1	0	15368	-
731	chr4	19194389	19204838	1076	W	AAFC03124834.1	0	10449	-
731	chr4	19204838	19218992	1077	W	AAFC03040115.1	10151	24305	+
731	chr4	19219302	19223007	1079	W	AAFC03040112.1	0	3705	-
732	chr4	19277073	19305273	1081	W	AAFC03040116.1	0	28200	+
732	chr4	19305323	19385572	1083	W	AAFC03076790.1	0	80249	+
733	chr4	19422523	19484452	1086	W	AAFC03076789.1	0	61929	-
733	chr4	19484502	19485482	1088	W	AAFC03076787.1	0	980	-
733	chr4	19490482	19500283	1090	W	AAFC03098464.1	0	9801	+
733	chr4	19500333	19513726	1092	W	AAFC03098465.1	0	13393	+
733	chr4	19513776	19522700	1094	W	AAFC03098463.1	0	8924	-
734	chr4	19545622	19547180	1098	W	AAFC03098460.1	0	1558	-
734	chr4	19552180	19570481	1100	W	AAFC03067582.1	0	18301	+
734	chr4	19570552	19572229	1102	W	AAFC03067577.1	0	1677	-
734	chr4	19572279	19577334	1104	W	AAFC03067581.1	911	5966	-
734	chr4	19577334	19636641	1105	W	AAFC03067585.1	0	59307	+
734	chr4	19636691	19654586	1107	W	AAFC03067583.1	0	17895	-
735	chr4	19663054	19676884	1111	W	AAFC03128618.1	0	13830	-
735	chr4	19676934	19734391	1113	W	AAFC03097397.1	0	57457	+
735	chr4	19734462	19757533	1115	W	AAFC03097395.1	0	23071	+
735	chr4	19757533	19760803	1116	W	AAFC02120092.1	0	3270	+
736	chr4	19807604	19819485	1119	W	AAFC03097394.1	0	11881	-
736	chr4	19824485	19885872	1121	W	AAFC03080250.1	0	61387	+
736	chr4	19885872	19887602	1122	W	AAFC03004756.1	0	1730	+
737	chr4	19990444	20009135	1124	W	AAFC03004755.1	5731	24422	-
738	chr4	20096232	20159569	1126	W	AAFC03030549.1	12400	75737	-
738	chr4	20159569	20171918	1127	W	AAFC02029369.1	28296	40645	-
739	chr4	20200667	20218927	1129	W	AAFC02138205.1	0	18260	-
739	chr4	20218977	20234685	1131	W	AAFC03030547.1	0	15708	-
739	chr4	20234735	20258201	1133	W	AAFC03119711.1	0	23466	+
739	chr4	20258201	20271753	1134	W	AAFC03085197.1	3418	16970	+
739	chr4	20271753	20279341	1135	W	AAFC03030546.1	0	7588	-
739	chr4	20279341	20286365	1136	W	AAFC03085196.1	0	7024	-
740	chr4	20395413	20411589	1139	W	AAFC03119710.1	1999	18175	+
740	chr4	20411589	20423303	1140	W	AAFC03046652.1	8521	20235	+
742	chr4	20594168	20602879	1142	W	AAFC03109347.1	0	8711	-
742	chr4	20602879	20609571	1143	W	AAFC03109374.1	0	6692	-
742	chr4	20609621	20640927	1145	W	AAFC03046654.1	0	31306	+
742	chr4	20640927	20641110	1146	W	AAFC03109345.1	9138	9321	+
742	chr4	20641110	20678031	1147	W	AAFC03109372.1	114	37035	+
742	chr4	20678031	20680990	1148	W	AAFC03109342.1	30043	33002	+
742	chr4	20680990	20691490	1149	W	AAFC03011679.1	11793	22293	+
742	chr4	20691862	20694076	1151	W	AAFC03011676.1	2925	5139	-
742	chr4	20694076	20697239	1152	W	AAFC03109346.1	3146	6309	-
742	chr4	20697239	20699877	1153	W	AAFC03109373.1	3006	5644	-
743	chr4	20718636	20726991	1155	W	AAFC02030006.1	7084	15439	-
743	chr4	20726991	20753881	1156	W	AAFC03011678.1	0	26890	+
743	chr4	20754507	20780354	1158	W	AAFC03011681.1	0	25847	+
743	chr4	20780354	20796623	1159	W	AAFC03011682.1	0	16269	+
743	chr4	20796623	20818734	1160	W	AAFC02030001.1	29632	51743	-
744	chr4	20910475	20913936	1163	W	AAFC03013895.1	10469	13930	-
744	chr4	20913936	20923767	1164	W	AAFC02069471.1	10545	20376	-
744	chr4	20923767	20943518	1165	W	AAFC03013898.1	0	19751	+
744	chr4	20943518	20949012	1166	W	AAFC03128914.1	1944	7438	-
744	chr4	20949012	20950952	1167	W	AAFC03013897.1	0	1940	+
744	chr4	20950952	20970997	1168	W	AAFC03060167.1	0	20045	+
745	chr4	20973731	20986723	1171	W	AAFC03013896.1	0	12992	+
745	chr4	20986773	21021406	1173	W	AAFC03118531.1	0	34633	-
745	chr4	21021406	21025564	1174	W	AAFC03060166.1	0	4158	-
745	chr4	21025705	21029849	1176	W	AAFC03060163.1	0	4144	+
745	chr4	21029899	21079349	1178	W	AAFC03060169.1	0	49450	-
745	chr4	21080181	21096078	1180	W	AAFC03060168.1	0	15897	-
745	chr4	21096635	21102000	1182	W	AAFC03060214.1	0	5365	+
746	chr4	21105334	21109616	1185	W	AAFC03060164.1	1516	5798	+
746	chr4	21109666	21112509	1187	W	AAFC03060162.1	0	2843	-
746	chr4	21112559	21114359	1189	W	AAFC03060161.1	0	1800	-
746	chr4	21114409	21116345	1191	W	AAFC03043052.1	0	1936	+
746	chr4	21116395	21233500	1193	W	AAFC03043059.1	0	117105	+
747	chr4	21236143	21249580	1196	W	AAFC02052036.1	1	13438	+
747	chr4	21249580	21294346	1197	W	AAFC03043058.1	0	44766	+
747	chr4	21294346	21306896	1198	W	AAFC03022555.1	0	12550	+
747	chr4	21306946	21313632	1200	W	AAFC03022553.1	0	6686	+
747	chr4	21313682	21323073	1202	W	AAFC03043056.1	0	9391	-
747	chr4	21323123	21348179	1204	W	AAFC03022558.1	0	25056	+
747	chr4	21348229	21362530	1206	W	AAFC03070272.1	0	14301	-
748	chr4	21390161	21393025	1210	W	AAFC03022550.1	0	2864	-
748	chr4	21393075	21403362	1212	W	AAFC03022556.1	0	10287	+
748	chr4	21404000	21406433	1214	W	AAFC03022549.1	0	2433	+
748	chr4	21406483	21408270	1216	W	AAFC03022548.1	0	1787	+
748	chr4	21408617	21413486	1218	W	AAFC03022552.1	0	4869	+
748	chr4	21421564	21436768	1220	W	AAFC03070271.1	0	15204	+
748	chr4	21436768	21438767	1221	W	AAFC03070297.1	4849	6848	+
748	chr4	21438767	21462817	1222	W	AAFC03022559.1	6061	30111	+
749	chr4	21562779	21566595	1225	W	AAFC03070270.1	0	3816	+
750	chr4	21663179	21667898	1227	W	AAFC03018500.1	6199	10918	-
750	chr4	21667898	21675619	1228	W	AAFC02068064.1	0	7721	+
750	chr4	21675827	21677532	1230	W	AAFC03018501.1	0	1705	-
750	chr4	21725500	21749558	1232	W	AAFC03010636.1	0	24058	+
751	chr4	21765439	21786422	1235	W	AAFC03010638.1	1014	21997	-
751	chr4	21786422	21786939	1236	W	AAFC03108609.1	22285	22802	-
751	chr4	21786939	21809400	1237	W	AAFC03010637.1	0	22461	+
751	chr4	21809400	21842816	1238	W	AAFC03108616.1	0	33416	+
751	chr4	21842866	21857508	1240	W	AAFC03008470.1	0	14642	+
752	chr4	21899966	21906255	1243	W	AAFC03008471.1	0	6289	-
752	chr4	21906255	21943697	1244	W	AAFC03108612.1	2403	39845	+
752	chr4	21943697	21947529	1245	W	AAFC03108605.1	0	3832	-
752	chr4	21947529	21959155	1246	W	AAFC03108614.1	3936	15562	+
752	chr4	21959155	21962155	1247	W	AAFC03108608.1	0	3000	-
752	chr4	21962205	21965612	1249	W	AAFC03108610.1	0	3407	+
752	chr4	21965662	22018933	1251	W	AAFC03108606.1	0	53271	+
753	chr4	22023313	22025471	1255	W	AAFC03108623.1	0	2158	-
753	chr4	22030471	22039159	1257	W	AAFC03008469.1	0	8688	+
753	chr4	22039255	22046907	1259	W	AAFC02123749.1	0	7652	+
753	chr4	22046957	22051416	1261	W	AAFC03008468.1	0	4459	+
753	chr4	22051540	22085564	1263	W	AAFC03008473.1	0	34024	-
753	chr4	22085614	22095529	1265	W	AAFC03008472.1	0	9915	+
753	chr4	22095529	22101818	1266	W	AAFC02029192.1	0	6289	+
753	chr4	22101818	22138367	1267	W	AAFC03040126.1	0	36549	+
754	chr4	22168131	22274785	1269	W	AAFC03040127.1	2408	109062	-
754	chr4	22274785	22280696	1270	W	AAFC02059119.1	0	5911	+
755	chr4	22312985	22319815	1274	W	AAFC03088466.1	0	6830	+
755	chr4	22319865	22372008	1276	W	AAFC03088469.1	0	52143	-
755	chr4	22372058	22376477	1278	W	AAFC03088467.1	17585	22004	-
756	chr4	22430692	22452696	1281	W	AAFC03120237.1	0	22004	-
756	chr4	22485687	22486964	1283	W	AAFC03043351.1	0	1277	+
756	chr4	22488494	22515548	1285	W	AAFC03043354.1	0	27054	+
757	chr4	22581469	22611310	1288	W	AAFC03087941.1	0	29841	-
757	chr4	22611310	22616027	1289	W	AAFC03043353.1	13459	18176	+
757	chr4	22616027	22618166	1290	W	AAFC03087939.1	0	2139	-
757	chr4	22618305	22650866	1292	W	AAFC03087942.1	0	32561	+
757	chr4	22650866	22670401	1293	W	AAFC02124091.1	0	19535	+
758	chr4	22677640	22747427	1296	W	AAFC03087943.1	5181	74968	-
758	chr4	22747427	22749927	1297	W	AAFC03018119.1	21998	24498	-
758	chr4	22749927	22774867	1298	W	AAFC02036259.1	0	24940	+
758	chr4	22774917	22796148	1300	W	AAFC03018118.1	0	21231	+
759	chr4	22833695	22835379	1304	W	AAFC03018115.1	0	1684	-
759	chr4	22835429	22839400	1306	W	AAFC02134034.1	0	3971	+
759	chr4	22839400	22864380	1307	W	AAFC03018121.1	77	25057	+
759	chr4	22864380	22927648	1308	W	AAFC03030419.1	0	63268	+
760	chr4	22957130	22960066	1312	W	AAFC03030416.1	0	2936	-
760	chr4	22960737	23010370	1314	W	AAFC03030420.1	35930	85563	-
760	chr4	23010370	23046373	1315	W	AAFC03034765.1	1546	37549	-
760	chr4	23046373	23050402	1316	W	AAFC02073801.1	0	4029	+
761	chr4	23106114	23127899	1318	W	AAFC03034600.1	4367	26152	-
761	chr4	23127899	23135716	1319	W	AAFC03034764.1	15041	22858	-
763	chr4	23344560	23376944	1323	W	AAFC03020310.1	5448	37832	-
763	chr4	23376944	23382879	1324	W	AAFC02133351.1	4621	10556	-
763	chr4	23382879	23427829	1325	W	AAFC03020311.1	0	44950	+
764	chr4	23476070	23511319	1329	W	AAFC03121467.1	3	35252	-
765	chr4	23635174	23662505	1332	W	AAFC03116812.1	0	27331	+
766	chr4	23774494	23781553	1335	W	AAFC03020493.1	0	7059	+
766	chr4	23781603	23800168	1337	W	AAFC03020495.1	2617	21182	-
766	chr4	23800168	23802799	1338	W	AAFC02090433.1	8215	10846	-
766	chr4	23802799	23834954	1339	W	AAFC03020497.1	10443	42598	-
766	chr4	23834954	23852401	1340	W	AAFC03122069.1	0	17447	-
767	chr4	23860857	23896080	1344	W	AAFC03020496.1	0	35223	+
767	chr4	23896080	23922685	1345	W	AAFC03055338.1	24119	50724	+
767	chr4	23922735	23943851	1347	W	AAFC03055335.1	0	21116	+
767	chr4	23947670	23950400	1349	W	AAFC03055333.1	0	2730	+
767	chr4	23950895	23961992	1351	W	AAFC03055334.1	0	11097	-
768	chr4	23992017	24039290	1355	W	AAFC03055337.1	0	47273	+
768	chr4	24039340	24074548	1357	W	AAFC03033426.1	0	35208	+
768	chr4	24074598	24089736	1359	W	AAFC03033420.1	0	15138	+
768	chr4	24089786	24098720	1361	W	AAFC03033419.1	0	8934	-
769	chr4	24187251	24213910	1363	W	AAFC03120004.1	0	26659	-
769	chr4	24213910	24233567	1364	W	AAFC03033427.1	24515	44172	+
770	chr4	24266091	24282223	1368	W	AAFC03033421.1	0	16132	+
771	chr4	24399442	24434770	1372	W	AAFC03128548.1	0	35328	-
771	chr4	24434770	24454323	1373	W	AAFC03000060.1	8497	28050	+
771	chr4	24454373	24486374	1375	W	AAFC03000059.1	0	32001	-
771	chr4	24486374	24487196	1376	W	AAFC03119845.1	28947	29769	+
771	chr4	24487246	24507416	1378	W	AAFC03000058.1	0	20170	-
772	chr4	24546219	24597236	1382	W	AAFC03000062.1	9163	60180	-
772	chr4	24597236	24607363	1383	W	AAFC03019950.1	0	10127	+
772	chr4	24607363	24610964	1384	W	AAFC03019953.1	0	3601	-
772	chr4	24611014	24626001	1386	W	AAFC03019948.1	0	14987	+
772	chr4	24626001	24627531	1387	W	AAFC03019947.1	0	1530	+
773	chr4	24676756	24683646	1390	W	AAFC03115765.1	5	6895	-
773	chr4	24683646	24700991	1391	W	AAFC03019951.1	0	17345	-
773	chr4	24700991	24702452	1392	W	AAFC03115763.1	0	1461	-
773	chr4	24702452	24702831	1393	W	AAFC03019954.1	1439	1818	+
773	chr4	24702881	24704276	1395	W	AAFC03019955.1	0	1395	+
773	chr4	24704326	24745186	1397	W	AAFC03019949.1	0	40860	-
774	chr4	24782593	24784933	1399	W	AAFC03115762.1	0	2340	-
774	chr4	24784983	24787901	1401	W	AAFC03115761.1	0	2918	+
774	chr4	24788200	24841089	1403	W	AAFC03005263.1	0	52889	+
774	chr4	24841089	24865686	1404	W	AAFC03115760.1	31800	56397	+
774	chr4	24865736	24890614	1406	W	AAFC03101926.1	0	24878	+
774	chr4	24890664	24891698	1408	W	AAFC03101928.1	0	1034	-
774	chr4	24899051	24902826	1410	W	AAFC03005265.1	0	3775	+
775	chr4	24912790	24922322	1413	W	AAFC02171309.1	2696	12228	-
775	chr4	24922322	24926316	1414	W	AAFC03005264.1	0	3994	+
775	chr4	24926316	24948532	1415	W	AAFC03101925.1	178	22394	-
775	chr4	24948532	24957922	1416	W	AAFC03101923.1	1353	10743	-
775	chr4	24957922	24962761	1417	W	AAFC02042234.1	0	4839	+
775	chr4	24962761	24965483	1418	W	AAFC03101924.1	948	3670	-
775	chr4	24965483	24966180	1419	W	AAFC03005267.1	10451	11148	-
775	chr4	24966180	24979986	1420	W	AAFC03101927.1	0	13806	+
776	chr4	25050038	25050183	1423	W	AAFC03005261.1	3	148	+
776	chr4	25050183	25062034	1424	W	AAFC02122723.1	0	11851	+
776	chr4	25062034	25077714	1425	W	AAFC03005262.1	374	16054	-
776	chr4	25077714	25078434	1426	W	AAFC03005269.1	1194	1914	-
776	chr4	25078434	25083903	1427	W	AAFC03130426.1	0	5469	-
776	chr4	25088903	25107957	1429	W	AAFC03085192.1	0	19054	+
776	chr4	25108154	25110600	1431	W	AAFC03085185.1	0	2446	+
776	chr4	25110650	25128440	1433	W	AAFC03085191.1	0	17790	-
776	chr4	25128490	25129807	1435	W	AAFC03085183.1	0	1317	+
776	chr4	25129857	25139116	1437	W	AAFC03085189.1	0	9259	+
777	chr4	25179182	25183082	1440	W	AAFC03085188.1	0	3900	-
777	chr4	25229967	25232618	1442	W	AAFC03085186.1	0	2651	+
777	chr4	25232668	25260638	1444	W	AAFC03085194.1	0	27970	-
777	chr4	25260688	25284391	1446	W	AAFC03085193.1	0	23703	-
778	chr4	25300043	25300177	1450	W	AAFC03085187.1	0	134	+
778	chr4	25300177	25302873	1451	W	AAFC03010706.1	0	2696	+
778	chr4	25302873	25306112	1452	W	AAFC03085184.1	0	3239	-
778	chr4	25306162	25357702	1454	W	AAFC03010715.1	0	51540	-
778	chr4	25358201	25366467	1456	W	AAFC03010710.1	0	8266	+
778	chr4	25366517	25371995	1458	W	AAFC03010709.1	0	5478	-
778	chr4	25372045	25389907	1460	W	AAFC03010712.1	0	17862	+
778	chr4	25389957	25403393	1462	W	AAFC02091555.1	0	13436	+
778	chr4	25403393	25423751	1463	W	AAFC03010713.1	2841	23199	+
779	chr4	25430865	25434269	1467	W	AAFC03010707.1	0	3404	+
779	chr4	25434319	25461077	1469	W	AAFC03010714.1	0	26758	+
779	chr4	25466077	25469462	1471	W	AAFC03070398.1	0	3385	+
779	chr4	25469512	25472292	1473	W	AAFC03070395.1	0	2780	+
779	chr4	25472439	25483951	1475	W	AAFC03070404.1	0	11512	-
779	chr4	25488951	25491194	1477	W	AAFC03070394.1	0	2243	+
779	chr4	25491960	25507348	1479	W	AAFC03070402.1	0	15388	-
779	chr4	25507398	25512185	1481	W	AAFC03070399.1	0	4787	+
779	chr4	25512249	25527122	1483	W	AAFC02115598.1	0	14873	-
779	chr4	25530991	25547839	1485	W	AAFC03070403.1	0	16848	+
779	chr4	25547889	25549511	1487	W	AAFC03070393.1	0	1622	-
780	chr4	25570574	25584014	1490	W	AAFC03070405.1	0	13440	+
780	chr4	25584014	25595616	1491	W	AAFC03119759.1	0	11602	-
780	chr4	25596028	25597619	1493	W	AAFC03070400.1	0	1591	+
780	chr4	25597619	25611217	1494	W	AAFC03119758.1	0	13598	+
780	chr4	25611217	25640732	1495	W	AAFC03070406.1	7147	36662	-
780	chr4	25640732	25643811	1496	W	AAFC02029829.1	0	3079	+
781	chr4	25753963	25754065	1499	W	AAFC03120228.1	0	102	+
781	chr4	25754065	25806154	1500	W	AAFC03082112.1	0	52089	+
782	chr4	25821291	25829894	1503	W	AAFC03125067.1	0	8603	+
782	chr4	25830831	25837959	1505	W	AAFC03121101.1	0	7128	-
782	chr4	25838319	25856526	1507	W	AAFC03121100.1	0	18207	+
782	chr4	25856526	25881046	1508	W	AAFC03037019.1	0	24520	+
782	chr4	25881096	25910362	1510	W	AAFC03037020.1	0	29266	+
782	chr4	25910905	25931959	1512	W	AAFC03037021.1	49705	70759	-
783	chr4	25993014	26004510	1514	W	AAFC03037018.1	6153	17649	-
783	chr4	26004510	26007854	1515	W	AAFC03034890.1	0	3344	+
783	chr4	26007854	26028822	1516	W	AAFC03127732.1	0	20968	+
783	chr4	26029142	26052810	1518	W	AAFC03034892.1	11923	35591	-
783	chr4	26052810	26065601	1519	W	AAFC03073430.1	0	12791	+
783	chr4	26065724	26068276	1521	W	AAFC03073429.1	0	2552	-
784	chr4	26124057	26125685	1525	W	AAFC03034891.1	12287	13915	-
784	chr4	26125685	26178882	1526	W	AAFC03122402.1	17025	70222	-
784	chr4	26178882	26197569	1527	W	AAFC03073431.1	0	18687	+
785	chr4	26221067	26250525	1530	W	AAFC03081017.1	0	29458	-
785	chr4	26250575	26256892	1532	W	AAFC03081012.1	0	6317	-
785	chr4	26256942	26262888	1534	W	AAFC02069589.1	0	5946	+
785	chr4	26262888	26284524	1535	W	AAFC03081018.1	0	21636	+
785	chr4	26284574	26292447	1537	W	AAFC03081010.1	0	7873	-
785	chr4	26292497	26298693	1539	W	AAFC03081009.1	0	6196	-
786	chr4	26367507	26386837	1541	W	AAFC03081014.1	0	19330	-
786	chr4	26386887	26389542	1543	W	AAFC03081008.1	0	2655	-
786	chr4	26390083	26398027	1545	W	AAFC03081013.1	5214	13158	-
786	chr4	26398027	26402195	1546	W	AAFC02019111.1	11499	15667	-
786	chr4	26402195	26428414	1547	W	AAFC03081015.1	904	27123	+
786	chr4	26428464	26445679	1549	W	AAFC03118616.1	0	17215	-
786	chr4	26445808	26460892	1551	W	AAFC03118615.1	0	15084	-
787	chr4	26490808	26505000	1553	W	AAFC03067079.1	0	14192	+
787	chr4	26505050	26506222	1555	W	AAFC02184108.1	6290	7462	-
788	chr4	26615616	26646322	1557	W	AAFC03007397.1	0	30706	-
788	chr4	26646372	26650120	1559	W	AAFC03119243.1	0	3748	+
788	chr4	26650170	26652230	1561	W	AAFC03007393.1	0	2060	+
788	chr4	26652280	26652448	1563	W	AAFC03007396.1	27610	27778	-
788	chr4	26652448	26680191	1564	W	AAFC03119242.1	22576	50319	-
788	chr4	26680191	26715503	1565	W	AAFC03007398.1	0	35312	+
789	chr4	26743683	26748905	1568	W	AAFC03007394.1	8547	13769	-
789	chr4	26748905	26781602	1569	W	AAFC03078238.1	0	32697	+
789	chr4	26781652	26802513	1571	W	AAFC03078237.1	0	20861	+
789	chr4	26802563	26813315	1573	W	AAFC03078236.1	0	10752	-
790	chr4	26899249	26912301	1576	W	AAFC03005106.1	0	13052	-
790	chr4	26912639	26947003	1578	W	AAFC03005109.1	0	34364	+
790	chr4	26947297	26968367	1580	W	AAFC03005108.1	0	21070	+
790	chr4	26968367	26975553	1581	W	AAFC03109526.1	0	7186	+
790	chr4	26975553	26984046	1582	W	AAFC03005107.1	0	8493	+
791	chr4	27091989	27092837	1585	W	AAFC03047924.1	1957	2805	-
791	chr4	27092837	27095101	1586	W	AAFC03109528.1	0	2264	-
792	chr4	27164336	27206694	1590	W	AAFC03030003.1	0	42358	-
792	chr4	27206744	27215900	1592	W	AAFC03030001.1	0	9156	+
792	chr4	27215950	27257514	1594	W	AAFC03030002.1	0	41564	-
793	chr4	27289814	27383345	1597	W	AAFC03014883.1	4	93535	+
795	chr4	27536633	27620362	1601	W	AAFC03095896.1	0	83729	+
795	chr4	27620412	27639155	1603	W	AAFC03095893.1	0	18743	-
796	chr4	27668588	27671751	1606	W	AAFC03076032.1	0	3163	-
796	chr4	27671801	27689074	1608	W	AAFC02029628.1	0	17273	-
796	chr4	27689124	27713246	1610	W	AAFC03076037.1	0	24122	-
796	chr4	27713296	27740046	1612	W	AAFC03095895.1	0	26750	+
796	chr4	27740046	27747133	1613	W	AAFC03076034.1	0	7087	+
796	chr4	27747133	27749036	1614	W	AAFC02140300.1	3039	4942	-
796	chr4	27749036	27771428	1615	W	AAFC03076036.1	0	22392	-
796	chr4	27771823	27776016	1617	W	AAFC02115443.1	33809	38002	-
798	chr4	27941935	27961117	1621	W	AAFC03101078.1	2318	21500	-
798	chr4	27961117	28009209	1622	W	AAFC03030279.1	3	48095	+
798	chr4	28009209	28012220	1623	W	AAFC02058940.1	0	3011	+
798	chr4	28012220	28019768	1624	W	AAFC03030281.1	54624	62172	-
799	chr4	28123060	28129558	1626	W	AAFC02058947.1	4960	11458	-
799	chr4	28129558	28177954	1627	W	AAFC03025175.1	24768	73164	-
801	chr4	28314621	28400304	1629	W	AAFC03087666.1	0	85683	+
802	chr4	28468294	28509717	1632	W	AAFC03033100.1	0	41423	-
802	chr4	28510221	28569017	1634	W	AAFC03033101.1	0	58796	+
803	chr4	28598995	28604027	1637	W	AAFC03045619.1	0	5032	-
803	chr4	28604077	28654650	1639	W	AAFC03045622.1	31111	81684	-
803	chr4	28654650	28694744	1640	W	AAFC03122241.1	0	40094	+
804	chr4	28727033	28742532	1642	W	AAFC03122242.1	0	15499	+
804	chr4	28742532	28804549	1643	W	AAFC03021212.1	0	62017	+
805	chr4	28880018	28882328	1647	W	AAFC03073781.1	0	2310	+
805	chr4	28882642	28882742	1649	W	AAFC03073771.1	0	100	+
805	chr4	28882742	28890101	1650	W	AAFC03118097.1	0	7359	+
805	chr4	28890101	28893880	1651	W	AAFC03073780.1	0	3779	+
805	chr4	28893880	28896723	1652	W	AAFC03073772.1	0	2843	+
805	chr4	28896773	28897348	1654	W	AAFC02154373.1	3846	4421	-
805	chr4	28897348	28901261	1655	W	AAFC03073775.1	462	4375	-
805	chr4	28901261	28903664	1656	W	AAFC03073779.1	0	2403	-
805	chr4	28903714	28913332	1658	W	AAFC02014657.1	8959	18577	-
805	chr4	28913332	28929289	1659	W	AAFC03052028.1	0	15957	+
806	chr4	28997460	28998861	1661	W	AAFC03073770.1	0	1401	+
806	chr4	28998861	29064876	1662	W	AAFC03052031.1	5	66020	+
807	chr4	29138896	29156923	1666	W	AAFC03052029.1	0	18027	+
807	chr4	29156973	29182233	1668	W	AAFC03121541.1	0	25260	+
807	chr4	29195927	29215302	1670	W	AAFC03054498.1	0	19375	-
808	chr4	29243668	29257738	1673	W	AAFC03121092.1	8172	22242	-
808	chr4	29257738	29272045	1674	W	AAFC03054499.1	2132	16439	-
808	chr4	29272045	29274411	1675	W	AAFC03126614.1	0	2366	-
808	chr4	29274461	29277133	1677	W	AAFC03054479.1	0	2672	-
808	chr4	29278203	29317192	1679	W	AAFC03124080.1	4783	43772	-
808	chr4	29317192	29322210	1680	W	AAFC03019660.1	0	5018	+
808	chr4	29322210	29327948	1681	W	AAFC02162700.1	0	5738	-
808	chr4	29328231	29330320	1683	W	AAFC03019661.1	13130	15219	-
809	chr4	29369042	29373416	1686	W	AAFC03049907.1	0	4374	+
809	chr4	29373416	29381330	1687	W	AAFC03019662.1	820	8734	+
809	chr4	29381330	29396239	1688	W	AAFC03049909.1	39351	54260	-
809	chr4	29396239	29436368	1689	W	AAFC03019663.1	0	40129	-
809	chr4	29436418	29470368	1691	W	AAFC03019664.1	48822	82772	-
810	chr4	29559861	29567207	1694	W	AAFC03076242.1	0	7346	-
810	chr4	29567539	29572676	1696	W	AAFC03076241.1	0	5137	+
810	chr4	29582152	29601096	1698	W	AAFC03076243.1	0	18944	+
810	chr4	29601096	29602209	1699	W	AAFC02202721.1	6238	7351	-
811	chr4	29652538	29658617	1702	W	AAFC03008624.1	6608	12687	-
811	chr4	29658617	29668495	1703	W	AAFC03093944.1	0	9878	+
811	chr4	29668495	29671384	1704	W	AAFC03008618.1	3148	6037	-
812	chr4	29775654	29784541	1707	W	AAFC03008619.1	0	8887	+
812	chr4	29784591	29798852	1709	W	AAFC02071428.1	0	14261	+
812	chr4	29798852	29834327	1710	W	AAFC03008625.1	0	35475	+
812	chr4	29834377	29842852	1712	W	AAFC03008620.1	0	8475	+
813	chr4	29903083	29913913	1716	W	AAFC03008621.1	0	10830	+
813	chr4	29913963	29946381	1718	W	AAFC03008626.1	0	32418	+
813	chr4	29946381	29963262	1719	W	AAFC02069535.1	0	16881	+
813	chr4	29963262	29972137	1720	W	AAFC03008623.1	6683	15558	-
813	chr4	29972137	30015087	1721	W	AAFC03088715.1	0	42950	+
814	chr4	30042705	30123357	1724	W	AAFC03088716.1	0	80652	+
814	chr4	30123357	30134813	1725	W	AAFC03125644.1	0	11456	-
815	chr4	30152088	30153915	1727	W	AAFC03044435.1	0	1827	+
815	chr4	30154939	30192144	1729	W	AAFC03044437.1	0	37205	+
815	chr4	30192620	30273916	1731	W	AAFC03044438.1	0	81296	+
816	chr4	30278983	30292821	1733	W	AAFC03044436.1	0	13838	-
816	chr4	30292821	30313328	1734	W	AAFC03047866.1	10361	30868	+
816	chr4	30313378	30330911	1736	W	AAFC03047865.1	0	17533	-
816	chr4	30330911	30344963	1737	W	AAFC03122283.1	0	14052	-
816	chr4	30344963	30398181	1738	W	AAFC03047868.1	12111	65329	+
817	chr4	30441155	30452681	1741	W	AAFC03034595.1	0	11526	+
817	chr4	30452681	30460246	1742	W	AAFC02054128.1	0	7565	+
817	chr4	30460246	30492033	1743	W	AAFC03034597.1	0	31787	-
817	chr4	30492083	30504222	1745	W	AAFC02073767.1	0	12139	+
817	chr4	30504222	30537425	1746	W	AAFC03034596.1	0	33203	+
818	chr4	30576615	30583742	1750	W	AAFC03034594.1	0	7127	+
818	chr4	30583792	30585046	1752	W	AAFC03034593.1	1454	2708	-
818	chr4	30585046	30588896	1753	W	AAFC02207607.1	0	3850	-
818	chr4	30591500	30601943	1755	W	AAFC03116807.1	0	10443	+
818	chr4	30602426	30603630	1757	W	AAFC03105484.1	0	1204	+
818	chr4	30608630	30610439	1759	W	AAFC03036197.1	10555	12364	-
818	chr4	30610439	30625228	1760	W	AAFC02006237.1	0	14789	-
818	chr4	30625278	30631608	1762	W	AAFC03036196.1	0	6330	-
818	chr4	30631658	30632769	1764	W	AAFC02167655.1	0	1111	+
818	chr4	30632769	30642813	1765	W	AAFC03036203.1	256	10300	-
818	chr4	30642813	30651863	1766	W	AAFC03036195.1	0	9050	-
818	chr4	30652398	30654829	1768	W	AAFC03036187.1	0	2431	-
819	chr4	30672987	30675195	1772	W	AAFC03036192.1	0	2208	-
819	chr4	30680195	30681968	1774	W	AAFC03105481.1	0	1773	+
